ID,Newspaper,Link
143,el_pais,https://elpais.com/us/2024-11-29/tps-lo-que-hay-que-saber-para-ajustar-el-estatus-de-proteccion-temporal.html
144,el_pais,https://elpais.com/us/2024-11-29/sin-cooperacion-no-hay-visas-asi-puede-trump-obligar-a-cualquier-pais-a-aceptar-a-los-inmigrantes-que-deporte.html
145,el_pais,https://elpais.com/opinion/2024-11-29/perfeccionar-la-reforma-migratoria.html
146,el_pais,https://elpais.com/internacional/elecciones-usa/2024-11-28/trump-y-sheinbaum-acercan-posiciones-sobre-inmigracion-tras-una-llamada-maravillosa.html
147,el_pais,https://elpais.com/economia/2024-11-27/estados-unidos-mantiene-su-fortaleza-economica-gracias-al-consumo.html
148,el_pais,https://elpais.com/espana/catalunya/2024-11-27/illa-avanza-que-dentro-de-poco-cataluna-tendra-competencias-en-inmigracion.html
149,el_pais,https://elpais.com/us/2024-11-27/la-mayor-parte-de-la-poblacion-apoya-las-deportaciones-masivas-tras-la-victoria-de-donald-trump.html
150,el_pais,https://elpais.com/espana/andalucia/2024-11-27/dormir-en-la-calle-la-eterna-condena-de-los-inmigrantes-que-acuden-a-la-recogida-de-la-aceituna-en-jaen.html
151,el_pais,https://elpais.com/chile/2024-11-26/ley-de-migraciones-en-chile-que-dicen-las-modificaciones-aprobadas-por-los-diputados.html
152,el_pais,https://elpais.com/espana/madrid/2024-11-26/los-intelectuales-cubanos-de-la-disidencia-prefieren-madrid.html
153,el_pais,https://elpais.com/us/migracion/2024-11-26/david-j-bier-experto-en-inmigracion-no-necesitamos-un-muro-necesitamos-reformar-nuestro-sistema-migratorio.html
154,el_pais,https://elpais.com/opinion/2024-11-26/la-europa-fea-y-desorientada-despues-de-merkel.html
155,el_pais,https://elpais.com/us/migracion/2024-11-26/canada-prepara-su-frontera-con-estados-unidos-ante-el-regreso-de-donald-trump.html
156,el_pais,https://elpais.com/internacional/elecciones-usa/2024-11-26/trump-anuncia-que-impondra-aranceles-extra-a-mexico-canada-y-china-el-primer-dia.html
157,el_pais,https://elpais.com/salud-y-bienestar/2024-11-25/estado-de-malestar-puede-el-modelo-nordico-sacar-a-espana-del-hoyo-en-el-que-nos-hemos-metido.html
158,el_pais,https://elpais.com/economia/negocios/2024-11-24/demografia-vivienda-y-brechas-de-riqueza.html
159,el_pais,https://elpais.com/espana/2024-11-24/elma-saiz-en-espana-ya-no-basta-con-no-ser-racista-hay-que-ser-antiracista.html
160,el_pais,https://elpais.com/eps/2024-11-24/reflexiones-sobre-europa-y-el-reto-de-la-inmigracion-por-angela-merkel.html
161,el_pais,https://elpais.com/ideas/2024-11-24/europa-aun-puede-defender-su-democracia.html
162,el_pais,https://elpais.com/cultura/2024-11-24/una-inmigracion-feliz.html
163,el_pais,https://elpais.com/us/2024-11-24/los-inhumanos-centros-de-detencion-de-inmigrantes-claves-para-la-deportacion-masiva-de-trump.html
164,el_pais,https://elpais.com/us/2024-11-24/la-migracion-en-el-primer-dia-de-trump-una-incognita-entre-promesas-ambiciosas-de-mano-dura.html
165,el_pais,https://elpais.com/espana/2024-11-23/el-gobierno-pide-al-pp-sentarse-este-lunes-o-jueves-para-retomar-la-negociacion-de-los-menores-migrantes-tras-la-carta-a-von-der-leyen.html
166,el_pais,https://elpais.com/us/2024-11-23/los-no-sabo-kids-los-latinos-que-no-hablan-espanol-ya-no-se-esconden.html
167,el_pais,https://elpais.com/espana/2024-11-22/el-pp-y-vox-rompen-su-pacto-de-gobierno-en-el-ayuntamiento-de-burgos.html
168,el_pais,https://elpais.com/opinion/2024-11-22/inmigrantes-contra-inmigrantes.html
169,el_pais,https://elpais.com/us/2024-11-22/ofensiva-republicana-contra-el-parole-fraude-trafico-de-personas-y-otras-infracciones.html
170,el_pais,https://elpais.com/mexico/2024-11-22/la-primera-batalla-sheinbaum-se-lanza-contra-la-politica-migratoria-de-trump.html
171,el_pais,https://elpais.com/mexico/2024-11-21/claudia-sheinbaum-sobre-la-expulsion-masiva-de-migrantes-de-trump-si-hubiera-deportaciones-nosotros-vamos-a-recibir-a-las-y-los-mexicanos.html
172,el_pais,https://elpais.com/espana/catalunya/2024-11-21/los-visados-de-oro-concedidos-en-barcelona-doblan-los-de-madrid.html
173,el_pais,https://elpais.com/mexico/2024-11-20/sheinbaum-defiende-a-los-migrantes-en-medio-de-las-amenazas-de-trump-nuestros-paisanos-y-paisanas-son-heroes-y-heroinas.html
174,el_pais,https://elpais.com/espana/madrid/2024-11-20/pintadas-racistas-en-las-oeneges-de-apoyo-a-migrantes-a-las-que-el-ayuntamiento-de-burgos-quiso-retirar-fondos.html
175,el_pais,https://elpais.com/economia/2024-11-20/espana-ha-concedido-casi-250000-permisos-de-residencia-a-directivos-e-inversores-extranjeros-en-10-anos.html
176,el_pais,https://elpais.com/us/2024-11-20/despertar-conservador-entre-jovenes-latinos-un-cambio-de-ideales-o-una-respuesta-a-la-desinformacion.html
177,el_pais,https://elpais.com/quadern/literatura/2024-11-19/james-baldwin-necessariament-en-catala.html
178,el_pais,https://elpais.com/espana/2024-11-19/el-consejo-de-ministros-aprobara-hoy-la-normativa-que-flexibiliza-la-residencia-y-el-permiso-de-trabajo-a-decenas-de-miles-de-extranjeros.html
179,el_pais,https://elpais.com/sociedad/2024-11-19/el-papa-francisco-ataca-la-gentrificacion-de-las-ciudades-y-la-subida-de-alquileres-sin-control-estatal.html
180,el_pais,https://elpais.com/opinion/2024-11-19/ingenieros-para-la-chapuza.html
181,el_pais,https://elpais.com/us/2024-11-18/empresarios-republicanos-y-democratas-advierten-a-trump-sobre-el-desastre-economico-de-una-deportacion-masiva.html
182,el_pais,https://elpais.com/internacional/elecciones-usa/2024-11-17/trump-desencadenado-sus-fichajes-ponen-a-prueba-el-sistema-estadounidense.html
183,el_pais,https://elpais.com/opinion/2024-11-17/una-luz-que-busca-encenderse.html
184,el_pais,https://elpais.com/opinion/2024-11-17/como-duele-cuando-se-vive-lejos.html
185,el_pais,https://elpais.com/espana/madrid/2024-11-17/perro-negro-el-regueton-mas-feroz-se-cuela-en-el-barrio-mas-lujoso-de-madrid.html
186,el_pais,https://elpais.com/us/2024-11-16/trump-deja-la-politica-migratoria-en-manos-de-tres-halcones-antiinmigracion-miller-homan-y-noem.html
187,el_pais,https://elpais.com/sociedad/2024-11-15/eres-mas-racista-o-mas-narcisista.html
188,el_pais,https://elpais.com/espana/2024-11-15/la-ola-de-solidaridad-de-burgos-con-las-ong-abandonadas-por-el-ayuntamiento-trabajamos-con-personas-no-migrantes.html
189,el_pais,https://elpais.com/espana/2024-11-14/la-alcaldesa-de-burgos-rectifica-y-mantiene-las-ayudas-para-migrantes-a-las-ong-tras-la-presion-social.html
190,el_pais,https://elpais.com/cultura/2024-11-14/cronica-de-una-geografia.html
191,el_pais,https://elpais.com/internacional/2024-11-14/elon-musk-irrumpe-en-la-politica-italiana-atacando-a-los-jueces-y-la-inmigracion.html
192,el_pais,https://elpais.com/planeta-futuro/2024-11-14/inger-ashing-directora-ejecutiva-de-save-the-children-la-crisis-climatica-es-una-amenaza-existencial-para-los-ninos.html
193,el_pais,https://elpais.com/extra/eventos/2024-11-13/educacion-trabajo-y-migracion.html
194,el_pais,https://elpais.com/extra/eventos/2024-11-13/herramientas-de-la-region-para-retener-el-talento-profesional.html
195,el_pais,https://elpais.com/opinion/2024-11-13/la-dignidad-de-caritas.html
